-0.261 -0.488 -0.437 -0.273 -0.144 -0.303 1.117 0.181 -0.638 -0.601 1.176 0.220 0.054
-0.257 -0.488 -0.437 -0.273 -0.144 -0.477 0.477 0.093 -0.638 -0.601 1.176 -1.360 2.111
-0.284 -0.488 -0.437 -0.273 -0.144 -0.831 0.940 -0.004 -0.638 -0.601 1.176 0.023 0.799
-0.231 -0.488 -0.437 -0.273 -0.144 -0.269 1.007 -0.017 -0.638 -0.601 1.176 -1.188 1.078
-0.411 -0.488 -0.755 -0.273 -0.481 -0.501 -0.013 -0.207 -0.523 -0.768 0.344 0.441 -0.417
-0.407 -0.488 -0.755 -0.273 -0.481 -0.632 -0.255 -0.198 -0.523 -0.768 0.344 0.229 -0.174
-0.409 -0.488 -0.755 -0.273 -0.481 -0.619 -0.963 0.066 -0.523 -0.768 0.344 0.441 -0.544
-0.398 -0.488 -0.755 -0.273 -0.481 -0.454 -1.365 0.025 -0.523 -0.768 0.344 0.403 -0.354
-0.415 2.731 -1.195 -0.273 -1.094 0.442 -1.663 0.763 -0.753 -0.928 -0.072 0.427 -1.168
-0.415 2.731 -1.195 -0.273 -1.094 1.053 -1.877 0.763 -0.753 -0.928 -0.072 0.427 -1.496
-0.404 -0.488 -0.617 -0.273 -0.922 0.691 -2.335 0.915 -0.753 -1.041 -0.257 0.315 -1.095
-0.402 -0.488 -0.617 -0.273 -0.922 -0.165 -2.204 0.915 -0.753 -1.041 -0.257 0.293 -0.959
-0.400 -0.488 -0.617 -0.273 -0.922 -0.105 -2.207 0.915 -0.753 -1.041 -0.257 0.414 -0.731
-0.404 -0.488 -0.617 -0.273 -0.922 -0.307 -1.016 0.915 -0.753 -1.041 -0.257 0.359 -0.435
-0.398 -0.488 -0.617 -0.273 -0.922 -0.859 -1.237 0.621 -0.753 -1.041 -0.257 0.441 -0.342
-0.397 -0.488 -0.617 -0.273 -0.922 -0.710 -1.254 0.621 -0.753 -1.041 -0.257 0.441 0.210
-0.392 -0.488 -0.617 -0.273 -0.922 -0.363 0.602 0.901 -0.753 -1.041 -0.257 0.395 0.862
-0.389 -0.488 -0.617 -0.273 -0.922 -1.262 0.950 0.986 -0.753 -1.041 -0.257 0.441 2.545
-0.393 -0.488 -0.617 -0.273 -0.922 -0.973 -0.234 1.090 -0.753 -1.041 -0.257 0.441 0.497
-0.408 0.414 -0.802 -0.273 -0.999 -0.458 -0.813 1.435 -0.638 -0.981 -0.765 0.426 0.112
-0.413 0.414 -0.802 -0.273 -0.999 -0.242 -0.198 1.435 -0.638 -0.981 -0.765 0.409 -0.452
-0.412 0.414 -0.802 -0.273 -0.999 0.322 -1.688 1.435 -0.638 -0.981 -0.765 0.441 -1.034
-0.413 0.414 -0.802 -0.273 -0.999 -0.408 -1.678 1.435 -0.638 -0.981 -0.765 0.441 -0.592
-0.417 2.731 -1.041 -0.273 -1.250 -0.565 -0.746 1.676 -0.753 0.361 1.223 0.441 0.301
-0.417 3.375 -1.447 -0.273 -1.310 1.374 -1.660 2.330 -0.523 -1.082 -0.257 0.430 -1.099
-0.416 3.160 -1.517 -0.273 -1.250 0.140 -1.169 2.563 -0.868 -0.566 -0.534 0.441 -0.965
-0.417 3.804 -1.432 -0.273 -1.241 0.757 -0.998 2.153 -0.523 -0.904 -1.551 0.397 -1.220
-0.400 0.585 -0.876 -0.273 -0.878 -0.199 -1.400 1.911 -0.178 -0.738 0.575 0.373 -0.812
-0.406 0.585 -0.876 -0.273 -0.878 -0.510 -0.760 1.491 -0.178 -0.738 0.575 0.441 -0.481
-0.401 0.585 -0.876 -0.273 -0.878 -0.774 -0.084 1.631 -0.178 -0.738 0.575 0.421 0.070
-0.398 0.585 -0.876 -0.273 -0.878 -0.454 0.883 1.437 -0.178 -0.738 0.575 0.235 0.250
-0.406 0.585 -0.876 -0.273 -0.878 0.244 -0.028 1.631 -0.178 -0.738 0.575 0.441 -0.830
-0.404 0.585 -0.876 -0.273 -0.878 0.680 -0.895 1.990 -0.178 -0.738 0.575 0.427 -0.442
-0.416 0.263 -1.424 -0.273 -1.197 1.167 -0.323 2.580 -0.753 -1.142 0.067 0.401 -0.645
-0.414 2.946 -1.133 -0.273 -1.354 0.008 -1.806 1.339 -0.638 -0.423 -1.089 0.441 -1.119
-0.413 2.946 -1.133 -0.273 -1.354 -0.709 -1.333 1.339 -0.638 -0.423 -1.089 0.441 -0.338
-0.412 0.049 -0.739 -0.273 -1.259 -0.579 -1.678 1.285 -0.638 -0.376 0.206 0.433 -0.638
-0.403 0.049 -0.739 -0.273 -1.259 -0.984 -1.130 1.285 -0.638 -0.376 0.206 0.441 0.061
-0.404 0.049 -0.739 -0.273 -1.259 -0.569 -1.265 1.285 -0.638 -0.376 0.206 0.441 -0.542
-0.408 -0.488 -0.048 -0.273 -1.224 0.189 -2.204 0.709 -0.638 -0.613 0.344 0.297 -0.832
-0.400 -0.488 -0.048 -0.273 -1.224 -0.461 -1.816 0.709 -0.638 -0.613 0.344 0.222 -0.389
-0.408 -0.488 -0.048 -0.273 -1.224 -0.313 -2.161 0.709 -0.638 -0.613 0.344 0.375 -1.000
-0.396 -0.488 -0.048 -0.273 -1.224 -0.056 -2.218 0.709 -0.638 -0.613 0.344 0.225 -0.717
-0.409 -0.488 0.247 -0.273 -1.017 -0.017 -2.225 0.217 -0.523 -0.061 0.113 0.419 -0.823
-0.407 -0.488 0.247 -0.273 -1.017 0.002 -0.838 0.336 -0.523 -0.061 0.113 0.291 -0.520
-0.407 -0.488 0.247 -0.273 -1.017 -0.008 0.211 0.122 -0.523 -0.061 0.113 0.186 -0.096
-0.408 -0.488 0.247 -0.273 -1.017 -0.206 -0.810 0.140 -0.523 -0.061 0.113 0.332 -0.334
-0.412 -0.488 0.247 -0.273 -1.017 -0.075 -0.529 0.580 -0.523 -0.061 0.113 0.326 -0.044
-0.409 -0.488 0.247 -0.273 -1.017 -0.585 -1.137 0.336 -0.523 -0.061 0.113 0.432 -0.498
-0.414 0.585 -0.916 -0.273 -1.112 0.630 -1.247 0.763 -0.638 -0.756 0.252 0.441 -1.032
-0.413 0.585 -0.916 -0.273 -1.112 0.476 0.065 0.763 -0.638 -0.756 0.252 0.427 -0.762
-0.414 0.585 -0.916 -0.273 -1.112 0.025 -1.294 0.763 -0.638 -0.756 0.252 0.441 -0.832
-0.414 0.585 -0.916 -0.273 -1.112 -0.168 -0.778 0.763 -0.638 -0.756 0.252 0.372 -0.721
-0.413 -0.488 -0.970 -0.273 -0.913 0.149 -0.732 0.468 -0.753 -0.958 0.021 0.441 -0.425
-0.412 -0.488 -0.970 -0.273 -0.913 0.492 -0.444 0.305 -0.753 -0.958 0.021 0.391 -0.858
-0.412 -0.488 -0.970 -0.273 -0.913 -0.384 -0.835 0.301 -0.753 -0.958 0.021 0.431 0.029
-0.410 -0.488 -0.970 -0.273 -0.913 -0.233 -0.419 -0.023 -0.753 -0.958 0.021 0.422 -0.591
-0.412 -0.488 -1.127 -0.273 -0.567 1.029 0.630 -0.177 -0.868 -0.821 -0.303 0.441 -1.003
-0.412 -0.488 -1.127 -0.273 -0.567 1.132 -0.195 -0.181 -0.868 -0.821 -0.303 0.432 -0.975
-0.413 -0.488 -1.127 -0.273 -0.567 0.189 -0.088 -0.334 -0.868 -0.821 -0.303 0.389 -0.539
-0.414 -0.488 -1.127 -0.273 -0.567 0.171 0.189 -0.334 -0.868 -0.821 -0.303 0.404 -0.624
-0.414 0.714 0.570 -0.273 -0.783 0.224 -0.533 -0.061 -0.638 -0.821 -0.118 0.420 -0.630
-0.415 0.714 0.570 -0.273 -0.783 -0.105 -1.411 -0.061 -0.638 -0.821 -0.118 0.435 -0.903
-0.413 0.714 0.570 -0.273 -0.783 -0.051 0.310 -0.086 -0.638 -0.821 -0.118 0.441 -0.289
-0.404 -0.488 -1.203 -0.273 -0.948 0.485 -0.383 -0.143 -0.868 -0.785 -0.211 0.014 -0.841
-0.405 -0.488 -1.203 -0.273 -0.948 -0.173 0.036 -0.143 -0.868 -0.785 -0.211 0.385 -0.184
-0.404 -0.488 -1.203 -0.273 -0.948 2.542 0.264 -0.143 -0.868 -0.785 -0.211 0.441 -1.183
-0.409 -0.488 -1.203 -0.273 -0.948 2.187 -1.126 -0.143 -0.868 -0.785 -0.211 0.404 -1.273
-0.410 -0.488 -1.203 -0.273 -0.948 1.612 -0.216 -0.143 -0.868 -0.785 -0.211 0.441 -0.906
-0.401 -0.488 -0.376 -0.273 -0.300 0.630 0.403 -0.484 -0.523 -0.144 1.130 0.418 -0.453
-0.405 -0.488 -0.376 -0.273 -0.300 0.707 0.097 -0.446 -0.523 -0.144 1.130 0.427 -0.698
-0.392 -0.488 -0.376 -0.273 -0.300 0.171 0.598 -0.514 -0.523 -0.144 1.130 -3.134 -0.284
-0.394 -0.488 -0.376 -0.273 -0.300 -0.210 0.669 -0.514 -0.523 -0.144 1.130 0.414 0.110
-0.402 -0.488 -0.376 -0.273 -0.300 -0.168 0.762 -0.653 -0.523 -0.144 1.130 0.395 -0.045
-0.403 -0.488 -0.376 -0.273 -0.300 -0.618 1.000 -0.802 -0.523 -0.144 1.130 0.410 0.535
-0.399 -0.488 -0.376 -0.273 -0.300 -0.639 0.829 -0.753 -0.523 -0.144 1.130 0.428 0.842
-0.403 -0.488 -0.376 -0.273 -0.300 -0.225 0.591 -0.795 -0.523 -0.144 1.130 0.340 0.201
-0.404 -0.488 -0.376 -0.273 -0.300 0.270 1.014 -0.648 -0.523 -0.144 1.130 0.423 -0.054
-0.388 -0.488 -0.376 -0.273 -0.300 -0.079 0.805 -0.594 -0.523 -0.144 1.130 0.379 0.406
-0.406 -0.488 -0.376 -0.273 -0.300 -0.128 -0.504 -0.484 -0.523 -0.144 1.130 0.404 0.049
-0.407 -0.488 -0.164 -0.273 -0.066 0.613 0.463 -0.531 -0.408 0.141 -0.303 0.427 -0.349
-0.404 -0.488 -0.164 -0.273 -0.066 -0.529 0.865 -0.685 -0.408 0.141 -0.303 0.420 0.499
-0.393 -0.488 -0.164 -0.273 -0.066 -0.274 0.954 -0.593 -0.408 0.141 -0.303 0.441 0.622
-0.402 -0.488 -0.164 -0.273 -0.066 -0.044 0.556 -0.731 -0.408 0.141 -0.303 0.352 -0.309
-0.398 -0.488 -0.164 -0.273 -0.066 -0.508 0.698 -0.633 -0.408 0.141 -0.303 -0.129 0.436
-0.403 -0.488 -0.164 -0.273 -0.066 -0.155 0.140 -0.506 -0.408 0.141 -0.303 0.402 -0.086
-0.401 -0.488 -0.164 -0.273 -0.066 -0.376 0.499 -0.498 -0.408 0.141 -0.303 0.415 -0.330
-0.403 -0.488 -0.164 -0.273 -0.066 -0.588 0.161 -0.626 -0.408 0.141 -0.303 -0.198 0.381
-0.402 -0.488 -0.164 -0.273 -0.066 -0.789 -0.120 -0.492 -0.408 0.141 -0.303 0.382 0.134
-0.410 -0.488 2.118 -0.273 0.227 -0.591 0.040 -0.731 -0.868 -1.308 0.298 0.356 0.241
-0.410 -0.488 2.118 -0.273 0.227 -0.400 0.552 -0.759 -0.868 -1.308 0.298 0.230 0.227
-0.408 -0.488 2.118 -0.273 0.227 -0.461 0.865 -0.812 -0.868 -1.308 0.298 0.235 0.740
-0.401 -0.488 2.118 -0.273 0.227 -0.611 1.011 -0.880 -0.868 -1.308 0.298 0.150 1.788
-0.407 -0.488 2.118 -0.273 0.227 -0.578 0.968 -0.850 -0.868 -1.308 0.298 0.249 0.691
-0.399 -0.488 2.118 -0.273 0.227 -0.425 0.705 -0.857 -0.868 -1.308 0.298 0.311 0.302
-0.373 -0.488 2.118 -0.273 0.227 -0.957 0.961 -0.969 -0.868 -1.308 0.298 0.029 2.048
-0.388 -0.488 1.569 -0.273 0.599 -0.843 0.975 -0.954 -0.638 0.171 1.269 0.389 0.636
-0.381 -0.488 1.569 -0.273 0.599 0.209 1.075 -0.942 -0.638 0.171 1.269 0.441 0.384
-0.316 -0.488 1.569 -0.273 0.599 -0.923 0.929 -0.863 -0.638 0.171 1.269 0.441 0.797
-0.379 -0.488 1.569 -0.273 0.599 0.247 1.078 -0.797 -0.638 0.171 1.269 0.421 -0.007
-0.280 -0.488 1.569 -0.273 0.599 0.059 1.036 -0.724 -0.638 0.171 1.269 0.441 -0.055
-0.350 -0.488 1.569 -0.273 0.599 0.124 1.043 -0.698 -0.638 0.171 1.269 0.319 -0.215
-0.380 -0.488 1.569 -0.273 0.599 -0.659 0.954 -0.630 -0.638 0.171 1.269 0.351 0.333
-0.305 -0.488 1.569 -0.273 0.599 -0.752 1.061 -0.689 -0.638 0.171 1.269 -1.030 0.653
-0.354 -0.488 1.569 -0.273 0.599 0.072 1.053 -0.801 -0.638 0.171 1.269 0.417 0.604
-0.381 -0.488 1.569 -0.273 0.599 -0.488 0.886 -0.869 -0.638 0.171 1.269 0.237 0.595
-0.377 -0.488 1.569 -0.273 0.599 0.241 1.061 -0.925 -0.638 0.171 1.269 0.410 0.272
-0.389 -0.488 1.569 -0.273 0.599 -0.609 1.053 -1.011 -0.638 0.171 1.269 0.388 1.215
-0.355 -0.488 1.569 -0.273 0.599 -0.190 1.043 -1.011 -0.638 0.171 1.269 0.441 0.814
-0.385 -0.488 1.569 -0.273 0.599 -0.158 0.890 -1.038 -0.638 0.171 1.269 0.344 1.613
-0.229 -0.488 1.569 -0.273 0.599 -1.803 1.117 -1.120 -0.638 0.171 1.269 0.441 3.050
-0.032 -0.488 1.232 3.668 2.732 -1.256 1.117 -1.176 -0.523 -0.031 -1.736 0.441 1.986
0.059 -0.488 1.232 -0.273 2.732 -1.163 1.117 -1.133 -0.523 -0.031 -1.736 0.441 1.930
-0.095 -0.488 1.232 -0.273 2.732 -1.968 1.039 -1.164 -0.523 -0.031 -1.736 0.441 2.332
-0.141 -0.488 1.232 -0.273 2.732 -0.220 1.117 -1.129 -0.523 -0.031 -1.736 -2.015 2.123
-0.168 -0.488 1.232 -0.273 2.732 -0.935 1.117 -1.083 -0.523 -0.031 -1.736 -2.055 0.560
-0.143 -0.488 1.232 -0.273 2.732 -1.936 0.965 -1.110 -0.523 -0.031 -1.736 0.384 2.366
-0.147 -0.488 1.232 -0.273 2.732 -1.565 0.897 -1.077 -0.523 -0.031 -1.736 0.003 2.196
-0.100 -0.488 1.232 -0.273 2.732 -0.980 0.936 -1.079 -0.523 -0.031 -1.736 -0.053 1.233
-0.226 -0.488 1.232 -0.273 2.732 -0.232 1.021 -1.035 -0.523 -0.031 -1.736 0.177 0.203
-0.244 -0.488 1.232 -0.273 2.732 -1.255 1.117 -1.047 -0.523 -0.031 -1.736 -0.165 0.088
-0.287 -0.488 1.232 3.668 2.732 -1.813 0.691 -1.039 -0.523 -0.031 -1.736 -0.147 -0.075
-0.168 -0.488 1.232 -0.273 2.732 -0.820 1.064 -1.032 -0.523 -0.031 -1.736 -1.039 0.440
-0.254 -0.488 1.232 3.668 2.732 -0.222 0.975 -0.972 -0.523 -0.031 -1.736 -0.391 0.346
-0.007 -0.488 1.232 3.668 2.732 -0.189 0.499 -0.974 -0.523 -0.031 -1.736 -2.946 0.332
-0.134 -0.488 1.232 -0.273 2.732 -1.443 0.904 -0.979 -0.523 -0.031 -1.736 -2.939 0.489
-0.276 -0.488 1.232 -0.273 0.435 0.938 1.025 -0.912 -0.523 -0.031 -1.736 0.074 -1.130
-0.262 -0.488 1.232 -0.273 0.435 -0.311 1.117 -0.969 -0.523 -0.031 -1.736 -0.031 -0.872
-0.253 -0.488 1.232 -0.273 2.732 0.321 1.117 -0.965 -0.523 -0.031 -1.736 0.084 -0.738
-0.270 -0.488 1.232 3.668 0.435 -0.049 0.854 -0.949 -0.523 -0.031 -1.736 -0.195 -1.003
-0.248 -0.488 1.232 -0.273 0.435 1.716 0.790 -0.867 -0.523 -0.031 -1.736 0.195 -1.531
-0.205 -0.488 1.232 3.668 0.435 2.162 1.053 -0.834 -0.523 -0.031 -1.736 0.361 -1.504
-0.242 -0.488 1.232 3.668 0.435 2.978 0.901 -0.776 -0.523 -0.031 -1.736 0.348 -1.308
-0.157 -0.488 1.232 -0.273 0.435 -0.614 0.826 -0.653 -0.523 -0.031 -1.736 0.421 -0.142
-0.078 -0.488 1.232 -0.273 0.435 -0.262 0.869 -0.719 -0.523 -0.031 -1.736 -1.278 -0.399
-0.184 -0.488 1.232 -0.273 0.435 2.343 0.982 -0.831 -0.523 -0.031 -1.736 0.138 -1.255
-0.209 -0.488 1.232 -0.273 0.435 -0.581 0.378 -0.651 -0.523 -0.031 -1.736 -1.415 -0.072
-0.151 -0.488 1.232 -0.273 0.435 0.049 0.979 -0.806 -0.523 -0.031 -1.736 -0.653 -0.218
-0.133 -0.488 1.232 -0.273 0.435 0.167 0.947 -0.729 -0.523 -0.031 -1.736 -0.292 -0.187
-0.278 -0.488 1.232 -0.273 0.435 -0.584 0.925 -0.651 -0.523 -0.031 -1.736 -0.706 0.249
-0.149 -0.488 1.232 -0.273 0.435 -0.576 1.021 -0.669 -0.523 -0.031 -1.736 -0.094 -0.087
-0.402 -0.488 -1.034 -0.273 -0.386 -1.015 0.709 -0.570 -0.523 -0.667 -0.858 0.441 0.286
-0.408 -0.488 -1.034 -0.273 -0.386 0.187 0.552 -0.546 -0.523 -0.667 -0.858 0.426 -0.506
-0.409 -0.488 -1.034 -0.273 -0.386 -0.606 0.004 -0.520 -0.523 -0.667 -0.858 0.401 -0.422
-0.411 -0.488 -1.034 -0.273 -0.386 0.372 -1.262 -0.315 -0.523 -0.667 -0.858 0.376 -1.027
-0.410 -0.488 -1.034 -0.273 -0.386 -0.377 -0.760 -0.114 -0.523 -0.667 -0.858 0.401 -0.356
-0.412 -0.488 -1.034 -0.273 -0.386 0.043 0.172 -0.227 -0.523 -0.667 -0.858 0.427 -0.892
-0.411 -0.488 -1.034 -0.273 -0.386 0.820 0.207 -0.418 -0.523 -0.667 -0.858 0.379 -0.804
-0.412 -0.488 -1.266 -0.273 -0.576 0.991 -0.362 -0.459 -0.753 -1.278 -0.303 0.441 -1.067
-0.411 -0.488 -1.266 -0.273 -0.576 2.109 0.524 -0.501 -0.753 -1.278 -0.303 0.426 -0.714
-0.410 -0.488 -1.266 -0.273 -0.576 -0.200 -0.227 -0.569 -0.753 -1.278 -0.303 0.441 -0.449
-0.408 -0.488 -1.266 -0.273 -0.576 1.240 0.840 -0.520 -0.753 -1.278 -0.303 0.411 -1.098
-0.407 -0.488 -1.266 -0.273 -0.576 0.397 0.961 -0.451 -0.753 -1.278 -0.303 0.441 -0.977
-0.409 -0.488 -1.266 -0.273 -0.576 -0.970 0.755 -0.384 -0.753 -1.278 -0.303 0.376 0.186
-0.411 -0.488 -1.266 -0.273 -0.576 -0.188 0.008 -0.245 -0.753 -1.278 -0.303 0.334 0.070
-0.412 -0.488 -1.266 -0.273 -0.576 2.203 -0.533 -0.283 -0.753 -1.278 -0.303 0.394 -1.150
-0.409 1.444 -1.123 -0.273 -1.017 0.709 -0.977 -0.003 -0.523 -0.061 -1.505 0.408 -0.837
-0.404 1.444 -1.123 -0.273 -1.017 0.387 -1.404 0.367 -0.523 -0.061 -1.505 0.287 -1.134
-0.409 1.444 -1.123 -0.273 -1.017 1.283 -1.055 0.367 -0.523 -0.061 -1.505 0.441 -1.018
-0.408 1.444 -1.123 -0.273 -1.017 0.949 -1.674 1.276 -0.523 -0.061 -1.505 0.230 -1.059
-0.410 1.444 -1.123 -0.273 -1.017 0.647 -1.343 1.276 -0.523 -0.061 -1.505 0.362 -1.116
-0.408 1.444 -1.123 -0.273 -1.017 1.273 -1.503 1.276 -0.523 -0.061 -1.505 0.371 -1.371
-0.416 2.087 -1.197 -0.273 -1.328 0.734 -2.087 1.153 -0.983 -0.851 -1.320 0.402 -1.069
-0.417 2.087 -1.197 -0.273 -1.328 0.455 -1.770 1.153 -0.983 -0.851 -1.320 0.220 -1.160
-0.417 2.946 -1.558 -0.273 -1.146 2.266 -1.301 0.881 -0.638 -0.910 -1.875 0.412 -1.357
-0.414 2.946 -1.403 -0.273 -1.302 1.428 -1.226 1.670 -0.868 -0.471 -2.707 0.441 -1.202
-0.413 2.946 -1.403 -0.273 -1.302 1.172 -1.137 1.670 -0.868 -0.471 -2.707 -0.026 -0.567
-0.414 2.946 -1.403 -0.273 -1.302 1.410 -1.077 1.670 -0.868 -0.471 -2.707 0.390 -0.846
-0.415 3.590 -1.410 -0.273 -1.310 0.984 -1.894 1.834 -0.753 -0.037 -0.673 0.441 -1.134
-0.416 3.590 -1.410 -0.273 -1.310 1.211 -1.944 1.834 -0.753 -0.037 -0.673 0.303 -1.150
-0.414 3.053 -1.329 -0.273 -1.207 -0.175 -1.073 1.177 -0.868 -0.358 -1.736 0.407 -0.732
-0.416 3.053 -1.329 -0.273 -1.207 1.888 -1.880 1.177 -0.868 -0.358 -1.736 0.424 -1.338
-0.414 3.590 -1.234 -0.273 -1.197 2.234 -1.258 0.629 -0.638 -1.094 -1.736 0.396 -1.240
-0.416 3.590 -1.234 -0.273 -1.197 2.492 -1.304 0.629 -0.638 -1.094 -1.736 0.371 -1.370
-0.403 -0.488 -0.080 -0.273 -0.567 -0.561 -1.646 0.071 -0.638 -0.779 0.067 0.441 -0.250
-0.392 -0.488 -0.080 -0.273 -0.567 0.059 -0.572 0.266 -0.638 -0.779 0.067 0.419 -0.236
-0.389 -0.488 -0.080 -0.273 -0.567 -0.715 0.147 0.266 -0.638 -0.779 0.067 0.359 0.758
-0.403 -0.488 -0.080 3.668 -0.567 -0.314 -0.337 0.211 -0.638 -0.779 0.067 0.270 0.281
-0.368 -0.488 -0.080 3.668 -0.567 -1.340 1.117 0.038 -0.638 -0.779 0.067 0.441 1.463
-0.398 -0.488 -0.080 3.668 -0.567 -0.462 0.837 0.039 -0.638 -0.779 0.067 0.401 0.647
-0.375 -0.488 -0.080 3.668 -0.567 -1.255 0.712 -0.062 -0.638 -0.779 0.067 0.423 1.588
-0.393 -0.488 -0.080 3.668 -0.567 -0.680 -0.525 -0.068 -0.638 -0.779 0.067 0.376 0.473
-0.402 -0.488 -0.080 -0.273 -0.567 0.129 -1.290 0.071 -0.638 -0.779 0.067 0.319 -0.459
-0.385 -0.488 -0.080 -0.273 -0.567 -1.243 -2.090 -0.099 -0.638 -0.779 0.067 -0.085 2.369
-0.395 -0.488 -0.080 -0.273 -0.567 -0.146 -0.931 0.071 -0.638 -0.779 0.067 0.405 -0.446
-0.413 -0.488 0.402 3.668 -0.041 -0.565 -0.447 -0.325 -0.523 -0.785 -0.950 0.396 0.120
-0.410 -0.488 0.402 -0.273 -0.041 0.509 0.588 -0.178 -0.523 -0.785 -0.950 0.396 -0.415
-0.406 -0.488 0.402 3.668 -0.041 -0.475 0.897 -0.431 -0.523 -0.785 -0.950 0.441 0.738
-0.405 -0.488 0.402 3.668 -0.041 0.126 0.847 -0.205 -0.523 -0.785 -0.950 0.406 -0.302
-0.377 -0.488 -0.720 3.668 -0.412 0.949 0.709 -0.444 -0.178 -0.601 -0.488 0.384 -0.413
-0.371 -0.488 -0.720 3.668 -0.412 -0.172 0.808 -0.355 -0.178 -0.601 -0.488 0.423 1.235
-0.346 -0.488 -0.720 3.668 -0.412 0.847 0.324 -0.249 -0.178 -0.601 -0.488 0.370 -0.382
-0.347 -0.488 -0.720 -0.273 -0.412 0.475 0.435 -0.249 -0.178 -0.601 -0.488 0.441 -0.708
-0.382 -0.488 -0.720 -0.273 -0.438 2.823 0.346 -0.428 -0.178 -0.601 -0.488 0.311 -1.193
-0.357 -0.488 -0.720 -0.273 -0.438 3.477 0.513 -0.428 -0.178 -0.601 -0.488 0.278 -1.125
-0.374 -0.488 -0.720 -0.273 -0.438 2.501 0.637 -0.275 -0.178 -0.601 -0.488 0.337 -1.335
-0.370 -0.488 -0.720 -0.273 -0.438 1.251 0.403 -0.275 -0.178 -0.601 -0.488 0.169 -0.882
-0.384 -0.488 -0.720 -0.273 -0.438 1.996 -1.834 -0.200 -0.178 -0.601 -0.488 0.228 -1.224
